ESG,Subcategory,Ambition.level,Years,Opportunity,Shortlist (Env.),Shortlist (Soc.),Shortlist (Gov.),Time period,% of total,Priority initiatives,Include? (Y/N), Total estimated cost , Cost based on ambition ,Annual cost,Annual.fixed.cost,Annual.variable.cost,Type of expense,Sources,Comments,ROI group,ROI,Total.value.growing,Total.value.uniform,Type of value dist.,Flag to review,Already pursued by Healius
Governance,Corporate governance,Fast follower,<10 years,Increase the level and frequency of engagement with investors,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,1-3 years,Increase the level and frequency of engagement with investors,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<5 years,Increase the level and frequency of engagement with investors,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<10 years,Increase the level and frequency of engagement with investors,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,1-3 years,Increase the level and frequency of engagement with investors,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<5 years,Increase the level and frequency of engagement with investors,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<10 years,Increase the level and frequency of engagement with investors,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,1-3 years,Ensure skill mix on board for balanced and informed decision making,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,<5 years,Ensure skill mix on board for balanced and informed decision making,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,<10 years,Ensure skill mix on board for balanced and informed decision making,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,1-3 years,Ensure skill mix on board for balanced and informed decision making,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<5 years,Ensure skill mix on board for balanced and informed decision making,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<10 years,Ensure skill mix on board for balanced and informed decision making,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,1-3 years,Ensure skill mix on board for balanced and informed decision making,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<5 years,Ensure skill mix on board for balanced and informed decision making,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<10 years,Ensure skill mix on board for balanced and informed decision making,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Growing,,
Governance,Corporate governance,Hygiene factors,1-3 years,Continue People and Governance Committee,0,0,0,3,15%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Hygiene factors,<5 years,Continue People and Governance Committee,0,0,0,5,15%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Hygiene factors,<10 years,Continue People and Governance Committee,0,0,0,10,15%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Quick wins,1-3 years,Continue People and Governance Committee,0,0,0,3,30%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Quick wins,<5 years,Continue People and Governance Committee,0,0,0,5,30%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Quick wins,<10 years,Continue People and Governance Committee,0,0,0,10,30%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Aspirational,1-3 years,Continue People and Governance Committee,0,0,0,3,55%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Aspirational,<5 years,Continue People and Governance Committee,0,0,0,5,55%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Aspirational,<10 years,Continue People and Governance Committee,0,0,0,10,55%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,1-3 years,Continue People and Governance Committee,0,0,0,3,75%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,<5 years,Continue People and Governance Committee,0,0,0,5,75%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,<10 years,Continue People and Governance Committee,0,0,0,10,75%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,1-3 years,Continue People and Governance Committee,0,0,0,3,85%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<5 years,Continue People and Governance Committee,0,0,0,5,85%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<10 years,Continue People and Governance Committee,0,0,0,10,85%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,1-3 years,Continue People and Governance Committee,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<5 years,Continue People and Governance Committee,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<10 years,Continue People and Governance Committee,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 5 FTEs brought on to oversee and run committee,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,1-3 years,Develop sustainability leads,0,0,1,3,100%,,Y,"130,576","130,576","130,576", -   ,"130,576",Annual,,Assumes 2 FTEs brought on to run and support sustainability leads,Low (+),3%,"1,344,933", -   ,Growing,,
Governance,Corporate governance,REGENERATION,<5 years,Develop sustainability leads,0,0,0,5,100%,,Y,"130,576","130,576","130,576", -   ,"130,576",Annual,,Assumes 2 FTEs brought on to run and support sustainability leads,Low (+),3%,"1,344,933", -   ,Growing,,
Governance,Corporate governance,REGENERATION,<10 years,Develop sustainability leads,0,0,0,10,100%,,Y,"130,576","130,576","130,576", -   ,"130,576",Annual,,Assumes 2 FTEs brought on to run and support sustainability leads,Low (+),3%,"1,344,933", -   ,Growing,,
Governance,Corporate governance,Hygiene factors,1-3 years,Continue to disclose ethical standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Hygiene factors,<5 years,Continue to disclose ethical standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Hygiene factors,<10 years,Continue to disclose ethical standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Quick wins,1-3 years,Continue to disclose ethical standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Quick wins,<5 years,Continue to disclose ethical standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Quick wins,<10 years,Continue to disclose ethical standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Aspirational,1-3 years,Continue to disclose ethical standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Aspirational,<5 years,Continue to disclose ethical standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Aspirational,<10 years,Continue to disclose ethical standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Fast follower,1-3 years,Continue to disclose ethical standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Fast follower,<5 years,Continue to disclose ethical standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Fast follower,<10 years,Continue to disclose ethical standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Industry leader,1-3 years,Continue to disclose ethical standards,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Industry leader,<5 years,Continue to disclose ethical standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Industry leader,<10 years,Continue to disclose ethical standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,REGENERATION,1-3 years,Continue to disclose ethical standards,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,REGENERATION,<5 years,Continue to disclose ethical standards,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,REGENERATION,<10 years,Continue to disclose ethical standards,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Neutral,3%, -   , -   ,Uniform,,
Governance,Corporate governance,Quick wins,<5 years,Develop a succession plan,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Quick wins,<10 years,Develop a succession plan,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Aspirational,1-3 years,Develop a succession plan,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Aspirational,<5 years,Develop a succession plan,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Aspirational,<10 years,Develop a succession plan,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,1-3 years,Develop a succession plan,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,<5 years,Develop a succession plan,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Fast follower,<10 years,Develop a succession plan,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,1-3 years,Develop a succession plan,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<5 years,Develop a succession plan,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<10 years,Develop a succession plan,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,1-3 years,Develop a succession plan,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<5 years,Develop a succession plan,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<10 years,Develop a succession plan,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,1-3 years,Tie bonuses and incentives to sustainability targets,0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<5 years,Tie bonuses and incentives to sustainability targets,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,Industry leader,<10 years,Tie bonuses and incentives to sustainability targets,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,1-3 years,Tie bonuses and incentives to sustainability targets,0,0,1,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<5 years,Tie bonuses and incentives to sustainability targets,0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Governance,Corporate governance,REGENERATION,<10 years,Tie bonuses and incentives to sustainability targets,0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,Assumes 1 FTE to oversee ESG initiatives,Low (+),3%, -   , -   ,Growing,,
Social,Diversity and inclusion,Hygiene factors,1-3 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Hygiene factors,<5 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Hygiene factors,<10 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Quick wins,1-3 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Quick wins,<5 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Quick wins,<10 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Aspirational,1-3 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Aspirational,<5 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Aspirational,<10 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Fast follower,1-3 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Fast follower,<5 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Fast follower,<10 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Industry leader,1-3 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<5 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<10 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,1-3 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,3,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<5 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,1,0,5,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<10 years,"Set diversity targets for different levels (gender, ethnicity, age, ability)",0,0,0,10,100%,,Y, -   , -   , -   , -   , -   ,Annual,,TBC - currently assumes no cost,Low (+),0%, -   , -   ,Growing,,
Social,Diversity and inclusion,Industry leader,1-3 years,Increase initiatives to raise awareness for people with disabilities,0,0,0,3,75%,,Y,"50,000","37,500","37,500", -   ,"37,500",Annual,,TBC - currently assumes no cost,Low (+),0%,"375,000", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<5 years,Increase initiatives to raise awareness for people with disabilities,0,0,0,5,75%,,Y,"50,000","37,500","37,500", -   ,"37,500",Annual,,TBC - currently assumes no cost,Low (+),0%,"375,000", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<10 years,Increase initiatives to raise awareness for people with disabilities,0,0,0,10,75%,,Y,"50,000","37,500","37,500", -   ,"37,500",Annual,,TBC - currently assumes no cost,Low (+),0%,"375,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,1-3 years,Increase initiatives to raise awareness for people with disabilities,0,0,0,3,100%,,Y,"50,000","50,000","50,000", -   ,"50,000",Annual,,TBC - currently assumes no cost,Low (+),0%,"500,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<5 years,Increase initiatives to raise awareness for people with disabilities,0,1,0,5,100%,,Y,"50,000","50,000","50,000", -   ,"50,000",Annual,,TBC - currently assumes no cost,Low (+),0%,"500,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<10 years,Increase initiatives to raise awareness for people with disabilities,0,0,0,10,100%,,Y,"50,000","50,000","50,000", -   ,"50,000",Annual,,TBC - currently assumes no cost,Low (+),0%,"500,000", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,1-3 years,Increase initiatives to raise LGBT+ awareness (e.g. LGBT+ ally training),0,0,0,3,75%,,Y,"50,000","37,500","12,500","12,500", -   ,Once off,,Assumes cost of $50 per employee for training,Low (+),0%,"37,500", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<5 years,Increase initiatives to raise LGBT+ awareness (e.g. LGBT+ ally training),0,0,0,5,75%,,Y,"50,000","37,500","7,500","7,500", -   ,Once off,,Assumes cost of $50 per employee for training,Low (+),0%,"37,500", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<10 years,Increase initiatives to raise LGBT+ awareness (e.g. LGBT+ ally training),0,0,0,10,75%,,Y,"50,000","37,500","3,750","3,750", -   ,Once off,,Assumes cost of $50 per employee for training,Low (+),0%,"37,500", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,1-3 years,Increase initiatives to raise LGBT+ awareness (e.g. LGBT+ ally training),0,0,0,3,100%,,Y,"50,000","50,000","16,667","16,667", -   ,Once off,,Assumes cost of $50 per employee for training,Low (+),0%,"50,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<5 years,Increase initiatives to raise LGBT+ awareness (e.g. LGBT+ ally training),0,1,0,5,100%,,Y,"50,000","50,000","10,000","10,000", -   ,Once off,,Assumes cost of $50 per employee for training,Low (+),0%,"50,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<10 years,Increase initiatives to raise LGBT+ awareness (e.g. LGBT+ ally training),0,0,0,10,100%,,Y,"50,000","50,000","5,000","5,000", -   ,Once off,,Assumes cost of $50 per employee for training,Low (+),0%,"50,000", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,1-3 years,Introduce scholarships and programs to increase diversity and inclusion,0,0,0,3,75%,,Y,"200,000","150,000","150,000", -   ,"150,000",Annual,,TBC - currently assumes no cost,Low (+),-3%,"1,455,000", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<5 years,Introduce scholarships and programs to increase diversity and inclusion,0,0,0,5,75%,,Y,"200,000","150,000","150,000", -   ,"150,000",Annual,,TBC - currently assumes no cost,Low (+),-3%,"1,455,000", -   ,Growing,,
Social,Diversity and inclusion,Industry leader,<10 years,Introduce scholarships and programs to increase diversity and inclusion,0,0,0,10,75%,,Y,"200,000","150,000","150,000", -   ,"150,000",Annual,,TBC - currently assumes no cost,Low (+),-3%,"1,455,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,1-3 years,Introduce scholarships and programs to increase diversity and inclusion,0,1,0,3,100%,,Y,"200,000","200,000","200,000", -   ,"200,000",Annual,,TBC - currently assumes no cost,Low (+),-3%,"1,940,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<5 years,Introduce scholarships and programs to increase diversity and inclusion,0,0,0,5,100%,,Y,"200,000","200,000","200,000", -   ,"200,000",Annual,,TBC - currently assumes no cost,Low (+),-3%,"1,940,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<10 years,Introduce scholarships and programs to increase diversity and inclusion,0,0,0,10,100%,,Y,"200,000","200,000","200,000", -   ,"200,000",Annual,,TBC - currently assumes no cost,Low (+),-3%,"1,940,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,1-3 years,Annual gender pay gap report,0,1,0,3,100%,,Y,"100,000","100,000","100,000", -   ,"100,000",Annual,,TBC - currently assumes no cost,Low (+),3%,"1,030,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<5 years,Annual gender pay gap report,0,0,0,5,100%,,Y,"100,000","100,000","100,000", -   ,"100,000",Annual,,TBC - currently assumes no cost,Low (+),3%,"1,030,000", -   ,Growing,,
Social,Diversity and inclusion,REGENERATION,<10 years,Annual gender pay gap report,0,0,0,10,100%,,Y,"100,000","100,000","100,000", -   ,"100,000",Annual,,TBC - currently assumes no cost,Low (+),3%,"1,030,000", -   ,Growing,,
Social,Diversity and inclusion,Quick wins,1-3 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,3,10%,,Y,"75,000","7,500","7,500", -   ,"7,500",Annual,,TBC - currently assumes no cost,Low (+),0%,"75,000", -   ,Growing,,
Social,Diversity and inclusion,Quick wins,<5 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,5,10%,,Y,"75,000","7,500","7,500", -   ,"7,500",Annual,,TBC - currently assumes no cost,Low (+),0%,"75,000", -   ,Growing,,
Social,Diversity and inclusion,Quick wins,<10 years,Partner with NGOs to improve inclusion and diversity initiatives,0,0,0,10,10%,,Y,"75,000","7,500","7,500", -   ,"7,500",Annual,,TBC - currently assumes no cost,Low (+),0%,"75,000", -   ,Growing,,
